iter	Logloss
0	0.5774783795
1	0.5000788762
2	0.4272797218
3	0.3680482424
4	0.3305480957
5	0.302693411
6	0.2819832435
7	0.2606612866
8	0.2528805659
9	0.238078807
10	0.2262089509
11	0.2174155309
12	0.2114433582
13	0.2026364547
14	0.198401275
15	0.1894676942
16	0.1835946743
17	0.1791769468
18	0.1730181327
19	0.1680850396
20	0.1607283372
21	0.1550206111
22	0.1523374117
23	0.146553377
24	0.142520435
25	0.138319573
26	0.1337086017
27	0.1287641965
28	0.1268147982
29	0.1229674193
30	0.1184216793
31	0.114359012
32	0.109545561
33	0.1055415227
34	0.1030623656
35	0.1005835166
36	0.09627929101
37	0.09303805278
38	0.09045111583
39	0.08725822889
40	0.08543332907
41	0.08387086575
42	0.08219144528
43	0.08083908374
44	0.07686264332
45	0.07371692657
46	0.07303959773
47	0.07131930131
48	0.06914801964
49	0.067699315
50	0.0656244278
51	0.0635587839
52	0.06190784895
53	0.06078958145
54	0.05895397113
55	0.05734171501
56	0.05653425363
57	0.05506483958
58	0.05274993456
59	0.05198086959
60	0.05077465498
61	0.04987886869
62	0.04919998829
63	0.04754840777
64	0.04686844166
65	0.04591201636
66	0.04503377401
67	0.04421444673
68	0.04312989895
69	0.0420042258
70	0.04122180939
71	0.04013438592
72	0.03908200631
73	0.03842912087
74	0.03787574034
75	0.03741791799
76	0.03665664379
77	0.03605265984
78	0.03557533117
79	0.03485766924
80	0.03388143319
81	0.0335078753
82	0.03281905468
83	0.03225189723
84	0.03165956644
85	0.03128292377
86	0.03061443659
87	0.02961868506
88	0.02901128622
89	0.02806328994
90	0.02727519549
91	0.02690011905
92	0.02641962675
93	0.02585254449
94	0.02536875651
95	0.02496714225
96	0.02467842836
97	0.02429058735
98	0.02395228056
99	0.02356607731
100	0.02323243435
101	0.02297365849
102	0.02261173175
103	0.02225200213
104	0.02176187955
105	0.02135063685
106	0.02112606672
107	0.02085676927
108	0.02059545334
109	0.02027149934
110	0.01990153239
111	0.01951638735
112	0.01916555625
113	0.01898559974
114	0.01877719256
115	0.01856356217
116	0.0183671988
117	0.01798988856
118	0.01778219113
119	0.01755528817
120	0.01735405739
121	0.01691995034
122	0.01663519419
123	0.01621619371
124	0.01596714166
125	0.01583287166
126	0.01546402344
127	0.0149899712
128	0.01469590481
129	0.01445772281
130	0.01420954191
131	0.01400277706
132	0.01386145904
133	0.0136768231
134	0.01349843374
135	0.01325291487
136	0.01311371051
137	0.01294949788
138	0.01272943387
139	0.01246477274
140	0.01226834701
141	0.01216976092
142	0.01205014632
143	0.01187535891
144	0.01170823024
145	0.01153050019
146	0.01144773593
147	0.01123552322
148	0.01109838577
149	0.01093781636
150	0.0107830341
151	0.01064319244
152	0.01054737568
153	0.01040811905
154	0.01025437025
155	0.01005665797
156	0.00999274804
157	0.009868023029
158	0.009753099772
159	0.009497908446
160	0.009356794907
161	0.009231350972
162	0.00907144088
163	0.008967981889
164	0.008899235725
165	0.008812044217
166	0.008725009515
167	0.008565907295
168	0.008453931258
169	0.008344388008
170	0.008239933161
171	0.008173966408
172	0.008089142579
173	0.008005138544
174	0.007900953293
175	0.007863365687
176	0.007706079116
177	0.007655931436
178	0.007590825741
179	0.007439956298
180	0.007347260072
181	0.007293691085
182	0.007206033743
183	0.007130572429
184	0.007050253795
185	0.006922455476
186	0.006867865874
187	0.006800143994
188	0.006656360168
189	0.006602875086
190	0.006503979518
191	0.006423112979
192	0.006343805331
193	0.006283592261
194	0.006255249794
195	0.00617965414
196	0.006115542008
197	0.006070016898
198	0.006029151495
199	0.00597393742
200	0.00589494751
201	0.005836396951
202	0.005758070487
203	0.005702120524
204	0.005664201883
205	0.005624623482
206	0.005495702762
207	0.005441679404
208	0.005420206143
209	0.005396707241
210	0.005347919923
211	0.005310579447
212	0.0052645101
213	0.005202991687
214	0.00515866463
215	0.005109906197
216	0.005080896157
217	0.00505536703
218	0.005013672205
219	0.004987600216
220	0.004960955106
221	0.00492096956
222	0.004865938884
223	0.004831635493
224	0.004790979165
225	0.004741055232
226	0.004699751047
227	0.004639592996
228	0.004595991281
229	0.004570091229
230	0.004534302308
231	0.004517770731
232	0.004456701187
233	0.004412206778
234	0.004380514989
235	0.004346508705
236	0.004280335628
237	0.004248608076
238	0.004198635541
239	0.004172135775
240	0.004135012627
241	0.004107740292
242	0.004071189349
243	0.004059622379
244	0.004031072213
245	0.004000998919
246	0.003967000888
247	0.003925423897
248	0.003900346389
249	0.00386386422
250	0.003846473877
251	0.003810763359
252	0.003779676327
253	0.003746663149
254	0.003715969966
255	0.003698534461
256	0.00365950236
257	0.003646360911
258	0.003599955485
259	0.003564249323
260	0.003552998488
261	0.003539560162
262	0.003516745109
263	0.003492184327
264	0.003449441836
265	0.003424862715
266	0.003403123296
267	0.003385603886
268	0.003359373716
269	0.003330074136
270	0.00330233253
271	0.003279413627
272	0.003260827982
273	0.00322823983
274	0.003191093986
275	0.003152811986
276	0.003125874354
277	0.003109570191
278	0.003088238377
279	0.003065655552
280	0.003039911619
281	0.003014969138
282	0.002990666032
283	0.002973883427
284	0.002955720746
285	0.002934400852
286	0.002911435641
287	0.002902250336
288	0.002873137823
289	0.002856398546
290	0.00284350629
291	0.002817286895
292	0.00280612753
293	0.002791826083
294	0.002752806132
295	0.002735560215
296	0.002722251874
297	0.002703385399
298	0.002688647921
299	0.002674941145
